geneID	chr	anticage	anticage_zone	batch	batch_zone
ENSDARG00000102167	chr16	42306603	chr16:42306453-42306753	42306603	chr16:42306453-42306753
ENSDARG00000069981	chr16	42390409	chr16:42390259-42390559	42390409	chr16:42390259-42390559
ENSDARG00000017397	chr16	42461235	chr16:42461085-42461385	42461235	chr16:42461085-42461385
ENSDARG00000073952	chr16	42770085	chr16:42769935-42770235	42770085	chr16:42769935-42770235
ENSDARG00000070000	chr16	42872573	chr16:42872423-42872723	42872573	chr16:42872423-42872723
ENSDARG00000030494	chr16	42894522	chr16:42894372-42894672	42894522	chr16:42894372-42894672
ENSDARG00000025500	chr16	42965191	chr16:42965041-42965341	42965203	chr16:42965053-42965353
ENSDARG00000008014	chr16	43011474	chr16:43011324-43011624	43011477	chr16:43011327-43011627
ENSDARG00000090552	chr16	43041325	chr16:43041175-43041475	43041352	chr16:43041202-43041502
ENSDARG00000015856	chr16	43139264	chr16:43139114-43139414	43139243	chr16:43139093-43139393
ENSDARG00000003927	chr16	43233484	chr16:43233334-43233634	43233484	chr16:43233334-43233634
ENSDARG00000076590	chr16	43336063	chr16:43335913-43336213	43336063	chr16:43335913-43336213
ENSDARG00000040121	chr16	43344870	chr16:43344720-43345020	43344870	chr16:43344720-43345020
ENSDARG00000002267	chr16	44673809	chr16:44673659-44673959	44673809	chr16:44673659-44673959
ENSDARG00000011333	chr16	44877336	chr16:44877186-44877486	44877336	chr16:44877186-44877486
ENSDARG00000039910	chr16	44900264	chr16:44900114-44900414	44900264	chr16:44900114-44900414
ENSDARG00000039913	chr16	45042219	chr16:45042069-45042369	45042219	chr16:45042069-45042369
ENSDARG00000039914	chr16	45069824	chr16:45069674-45069974	45069824	chr16:45069674-45069974
ENSDARG00000099014	chr16	45225505	chr16:45225355-45225655	45225505	chr16:45225355-45225655
ENSDARG00000099117	chr16	45235930	chr16:45235780-45236080	45235930	chr16:45235780-45236080
ENSDARG00000041490	chr16	45910017	chr16:45909867-45910167	45910017	chr16:45909867-45910167
ENSDARG00000095863	chr16	45917270	chr16:45917120-45917420	45917270	chr16:45917120-45917420
ENSDARG00000091909	chr16	NA	chr16:NA-NA	NA	chr16:NA-NA
ENSDARG00000099491	chr16	46524839	chr16:46524689-46524989	46524829	chr16:46524679-46524979
ENSDARG00000075622	chr16	46572745	chr16:46572595-46572895	46572745	chr16:46572595-46572895
ENSDARG00000105043	chr16	46579946	chr16:46579796-46580096	46579966	chr16:46579816-46580116
ENSDARG00000089399	chr16	46645397	chr16:46645247-46645547	46645397	chr16:46645247-46645547
ENSDARG00000074390	chr16	46664436	chr16:46664286-46664586	46664436	chr16:46664286-46664586
ENSDARG00000076638	chr16	46766176	chr16:46766026-46766326	46766169	chr16:46766019-46766319
ENSDARG00000102587	chr16	47301381	chr16:47301231-47301531	47301353	chr16:47301203-47301503
ENSDARG00000021849	chr16	47381610	chr16:47381460-47381760	47381654	chr16:47381504-47381804
ENSDARG00000052673	chr16	47426517	chr16:47426367-47426667	47426517	chr16:47426367-47426667
ENSDARG00000102452	chr16	48400619	chr16:48400469-48400769	48400619	chr16:48400469-48400769
ENSDARG00000006092	chr16	48430240	chr16:48430090-48430390	48427970	chr16:48427820-48428120
ENSDARG00000006092	chr16	48430240	chr16:48430090-48430390	48430240	chr16:48430090-48430390
ENSDARG00000009250	chr16	50229220	chr16:50229070-50229370	50229207	chr16:50229057-50229357
ENSDARG00000092644	chr16	51151949	chr16:51151799-51152099	51151949	chr16:51151799-51152099
ENSDARG00000091801	chr16	51254568	chr16:51254418-51254718	51254568	chr16:51254418-51254718
ENSDARG00000062517	chr16	51407558	chr16:51407408-51407708	51407558	chr16:51407408-51407708
ENSDARG00000005791	chr16	51889737	chr16:51889587-51889887	51889737	chr16:51889587-51889887
ENSDARG00000063300	chr16	51947853	chr16:51947703-51948003	51947864	chr16:51947714-51948014
ENSDARG00000009480	chr16	51966809	chr16:51966659-51966959	51966809	chr16:51966659-51966959
ENSDARG00000112572	chr16	NA	chr16:NA-NA	52540130	chr16:52539980-52540280
ENSDARG00000112572	chr16	52540130	chr16:52539980-52540280	52540130	chr16:52539980-52540280
ENSDARG00000018192	chr16	52646938	chr16:52646788-52647088	52646938	chr16:52646788-52647088
ENSDARG00000017143	chr16	52966836	chr16:52966686-52966986	52966836	chr16:52966686-52966986
ENSDARG00000106062	chr16	53919300	chr16:53919150-53919450	53919300	chr16:53919150-53919450
ENSDARG00000059870	chr16	54498144	chr16:54497994-54498294	54498144	chr16:54497994-54498294
ENSDARG00000035023	chr16	54800175	chr16:54800025-54800325	54800175	chr16:54800025-54800325
ENSDARG00000079834	chr16	54919132	chr16:54918982-54919282	54919132	chr16:54918982-54919282
ENSDARG00000069589	chr16	54942472	chr16:54942322-54942622	54942472	chr16:54942322-54942622
ENSDARG00000059760	chr16	54971424	chr16:54971274-54971574	54971424	chr16:54971274-54971574
ENSDARG00000103670	chr16	55122865	chr16:55122715-55123015	55122865	chr16:55122715-55123015
ENSDARG00000098650	chr16	55259448	chr16:55259298-55259598	55259448	chr16:55259298-55259598
ENSDARG00000098586	chr17	450951	chr17:450801-451101	450938	chr17:450788-451088
ENSDARG00000117069	chr17	1193908	chr17:1193758-1194058	1193908	chr17:1193758-1194058
ENSDARG00000099517	chr17	1323687	chr17:1323537-1323837	1323687	chr17:1323537-1323837
ENSDARG00000114552	chr17	1360064	chr17:1359914-1360214	1360064	chr17:1359914-1360214
ENSDARG00000097959	chr17	2549504	chr17:2549354-2549654	2549504	chr17:2549354-2549654
ENSDARG00000045956	chr17	2727832	chr17:2727682-2727982	2727824	chr17:2727674-2727974
ENSDARG00000101512	chr17	3993782	chr17:3993632-3993932	3993773	chr17:3993623-3993923
ENSDARG00000024160	chr17	4030514	chr17:4030364-4030664	4030514	chr17:4030364-4030664
ENSDARG00000074326	chr17	4325718	chr17:4325568-4325868	4325718	chr17:4325568-4325868
ENSDARG00000038000	chr17	4368867	chr17:4368717-4369017	4368867	chr17:4368717-4369017
ENSDARG00000043797	chr17	5061135	chr17:5060985-5061285	5061133	chr17:5060983-5061283
ENSDARG00000089245	chr17	6276578	chr17:6276428-6276728	6276578	chr17:6276428-6276728
ENSDARG00000032426	chr17	6467404	chr17:6467254-6467554	NA	chr17:NA-NA
ENSDARG00000014599	chr17	6535932	chr17:6535782-6536082	6535932	chr17:6535782-6536082
ENSDARG00000023058	chr17	6792988	chr17:6792838-6793138	6792976	chr17:6792826-6793126
ENSDARG00000075884	chr17	7534369	chr17:7534219-7534519	7534369	chr17:7534219-7534519
ENSDARG00000058561	chr17	7620141	chr17:7619991-7620291	7620141	chr17:7619991-7620291
ENSDARG00000104283	chr17	8323391	chr17:8323241-8323541	8323376	chr17:8323226-8323526
ENSDARG00000019834	chr17	8754082	chr17:8753932-8754232	8754082	chr17:8753932-8754232
ENSDARG00000071294	chr17	8799662	chr17:8799512-8799812	8799662	chr17:8799512-8799812
ENSDARG00000098367	chr17	10074360	chr17:10074210-10074510	10074360	chr17:10074210-10074510
ENSDARG00000098367	chr17	10074360	chr17:10074210-10074510	10076205	chr17:10076055-10076355
ENSDARG00000104230	chr17	10090682	chr17:10090532-10090832	10090682	chr17:10090532-10090832
ENSDARG00000102138	chr17	10318052	chr17:10317902-10318202	10318052	chr17:10317902-10318202
ENSDARG00000005356	chr17	10501578	chr17:10501428-10501728	10501578	chr17:10501428-10501728
ENSDARG00000078784	chr17	10566502	chr17:10566352-10566652	10566502	chr17:10566352-10566652
ENSDARG00000103746	chr17	10593459	chr17:10593309-10593609	10593437	chr17:10593287-10593587
ENSDARG00000097302	chr17	NA	chr17:NA-NA	NA	chr17:NA-NA
ENSDARG00000002670	chr17	10748398	chr17:10748248-10748548	10748398	chr17:10748248-10748548
ENSDARG00000043865	chr17	11372582	chr17:11372432-11372732	11372569	chr17:11372419-11372719
ENSDARG00000013343	chr17	11507220	chr17:11507070-11507370	11507211	chr17:11507061-11507361
ENSDARG00000086283	chr17	12075849	chr17:12075699-12075999	12075849	chr17:12075699-12075999
ENSDARG00000043928	chr17	12658442	chr17:12658292-12658592	12658442	chr17:12658292-12658592
ENSDARG00000043932	chr17	12698520	chr17:12698370-12698670	12698520	chr17:12698370-12698670
ENSDARG00000043932	chr17	12698520	chr17:12698370-12698670	12700596	chr17:12700446-12700746
ENSDARG00000043938	chr17	12737431	chr17:12737281-12737581	12737431	chr17:12737281-12737581
ENSDARG00000076889	chr17	12767486	chr17:12767336-12767636	12767486	chr17:12767336-12767636
ENSDARG00000007693	chr17	12942666	chr17:12942516-12942816	12942670	chr17:12942520-12942820
ENSDARG00000043972	chr17	13007289	chr17:13007139-13007439	13007289	chr17:13007139-13007439
ENSDARG00000015638	chr17	13088802	chr17:13088652-13088952	13088799	chr17:13088649-13088949
ENSDARG00000015851	chr17	13099479	chr17:13099329-13099629	13099477	chr17:13099327-13099627
ENSDARG00000009253	chr17	14784259	chr17:14784109-14784409	14784259	chr17:14784109-14784409
ENSDARG00000045289	chr17	14965558	chr17:14965408-14965708	14965559	chr17:14965409-14965709
ENSDARG00000039892	chr17	15213553	chr17:15213403-15213703	15213553	chr17:15213403-15213703
ENSDARG00000007697	chr17	15433524	chr17:15433374-15433674	15433519	chr17:15433369-15433669
ENSDARG00000008803	chr17	15535496	chr17:15535346-15535646	15535496	chr17:15535346-15535646
ENSDARG00000036569	chr17	15674133	chr17:15673983-15674283	15674133	chr17:15673983-15674283
ENSDARG00000023237	chr17	15899112	chr17:15898962-15899262	15899112	chr17:15898962-15899262
ENSDARG00000097902	chr17	NA	chr17:NA-NA	NA	chr17:NA-NA
ENSDARG00000097902	chr17	NA	chr17:NA-NA	16046373	chr17:16046223-16046523
ENSDARG00000097902	chr17	NA	chr17:NA-NA	16075710	chr17:16075560-16075860
ENSDARG00000097902	chr17	NA	chr17:NA-NA	NA	chr17:NA-NA
ENSDARG00000097902	chr17	NA	chr17:NA-NA	16046373	chr17:16046223-16046523
ENSDARG00000097902	chr17	NA	chr17:NA-NA	16075710	chr17:16075560-16075860
ENSDARG00000097902	chr17	16075710	chr17:16075560-16075860	NA	chr17:NA-NA
ENSDARG00000097902	chr17	16075710	chr17:16075560-16075860	16046373	chr17:16046223-16046523
ENSDARG00000097902	chr17	16075710	chr17:16075560-16075860	16075710	chr17:16075560-16075860
ENSDARG00000060113	chr17	16090152	chr17:16090002-16090302	16090152	chr17:16090002-16090302
ENSDARG00000060113	chr17	16090152	chr17:16090002-16090302	16090428	chr17:16090278-16090578
ENSDARG00000060113	chr17	16090428	chr17:16090278-16090578	16090152	chr17:16090002-16090302
ENSDARG00000060113	chr17	16090428	chr17:16090278-16090578	16090428	chr17:16090278-16090578
ENSDARG00000079731	chr17	16192496	chr17:16192346-16192646	16192523	chr17:16192373-16192673
ENSDARG00000043740	chr17	16429833	chr17:16429683-16429983	16423737	chr17:16423587-16423887
ENSDARG00000043740	chr17	16429833	chr17:16429683-16429983	16429833	chr17:16429683-16429983
ENSDARG00000012833	chr17	16565186	chr17:16565036-16565336	16565186	chr17:16565036-16565336
ENSDARG00000057452	chr17	16755297	chr17:16755147-16755447	16755297	chr17:16755147-16755447
ENSDARG00000071164	chr17	17764995	chr17:17764845-17765145	17764995	chr17:17764845-17765145
ENSDARG00000018976	chr17	17804741	chr17:17804591-17804891	17804741	chr17:17804591-17804891
ENSDARG00000005232	chr17	17955064	chr17:17954914-17955214	17955064	chr17:17954914-17955214
ENSDARG00000016513	chr17	18031918	chr17:18031768-18032068	18031927	chr17:18031777-18032077
ENSDARG00000062510	chr17	18117356	chr17:18117206-18117506	18117356	chr17:18117206-18117506
ENSDARG00000010948	chr17	19481084	chr17:19480934-19481234	19481084	chr17:19480934-19481234
ENSDARG00000016584	chr17	19626480	chr17:19626330-19626630	19626473	chr17:19626323-19626623
ENSDARG00000016584	chr17	19626480	chr17:19626330-19626630	19630270	chr17:19630120-19630420
ENSDARG00000056235	chr17	20237981	chr17:20237831-20238131	20237981	chr17:20237831-20238131
ENSDARG00000061773	chr17	20500290	chr17:20500140-20500440	20500290	chr17:20500140-20500440
ENSDARG00000074663	chr17	20569803	chr17:20569653-20569953	20569786	chr17:20569636-20569936
ENSDARG00000087554	chr17	20923680	chr17:20923530-20923830	20923693	chr17:20923543-20923843
ENSDARG00000008757	chr17	21102312	chr17:21102162-21102462	21102312	chr17:21102162-21102462
ENSDARG00000002021	chr17	21126488	chr17:21126338-21126638	21126488	chr17:21126338-21126638
ENSDARG00000056491	chr17	21817406	chr17:21817256-21817556	21817406	chr17:21817256-21817556
ENSDARG00000030064	chr17	21887871	chr17:21887721-21888021	21887871	chr17:21887721-21888021
ENSDARG00000043395	chr17	21964522	chr17:21964372-21964672	21964517	chr17:21964367-21964667
ENSDARG00000009046	chr17	22072354	chr17:22072204-22072504	22072347	chr17:22072197-22072497
ENSDARG00000030094	chr17	22102792	chr17:22102642-22102942	22102792	chr17:22102642-22102942
ENSDARG00000043406	chr17	NA	chr17:NA-NA	NA	chr17:NA-NA
ENSDARG00000030957	chr17	22577605	chr17:22577455-22577755	22577605	chr17:22577455-22577755
ENSDARG00000074166	chr17	22587365	chr17:22587215-22587515	22587389	chr17:22587239-22587539
ENSDARG00000007918	chr17	22760232	chr17:22760082-22760382	22760232	chr17:22760082-22760382
ENSDARG00000056922	chr17	22956484	chr17:22956334-22956634	22956484	chr17:22956334-22956634
ENSDARG00000117464	chr17	23222291	chr17:23222141-23222441	23222325	chr17:23222175-23222475
ENSDARG00000040162	chr17	23298943	chr17:23298793-23299093	23298926	chr17:23298776-23299076
ENSDARG00000071005	chr17	23311381	chr17:23311231-23311531	23311381	chr17:23311231-23311531
ENSDARG00000071009	chr17	23471035	chr17:23470885-23471185	23471035	chr17:23470885-23471185
ENSDARG00000043562	chr17	23549197	chr17:23549047-23549347	23549175	chr17:23549025-23549325
ENSDARG00000008192	chr17	23554948	chr17:23554798-23555098	23554941	chr17:23554791-23555091
ENSDARG00000008192	chr17	23554948	chr17:23554798-23555098	23556767	chr17:23556617-23556917
ENSDARG00000057053	chr17	23729774	chr17:23729624-23729924	23729759	chr17:23729609-23729909
ENSDARG00000057053	chr17	23729774	chr17:23729624-23729924	NA	chr17:NA-NA
ENSDARG00000071037	chr17	23926855	chr17:23926705-23927005	23926855	chr17:23926705-23927005
ENSDARG00000091902	chr17	24064026	chr17:24063876-24064176	24036824	chr17:24036674-24036974
ENSDARG00000091902	chr17	24064026	chr17:24063876-24064176	24064026	chr17:24063876-24064176
ENSDARG00000094992	chr17	24318765	chr17:24318615-24318915	24318769	chr17:24318619-24318919
ENSDARG00000103849	chr17	24439631	chr17:24439481-24439781	24439631	chr17:24439481-24439781
ENSDARG00000008200	chr17	24445851	chr17:24445701-24446001	NA	chr17:NA-NA
ENSDARG00000008200	chr17	24445851	chr17:24445701-24446001	24445851	chr17:24445701-24446001
ENSDARG00000008200	chr17	24445851	chr17:24445701-24446001	24446344	chr17:24446194-24446494
ENSDARG00000008200	chr17	24445851	chr17:24445701-24446001	24446506	chr17:24446356-24446656
ENSDARG00000063553	chr17	24590177	chr17:24590027-24590327	24590177	chr17:24590027-24590327
ENSDARG00000044090	chr17	24604363	chr17:24604213-24604513	24604363	chr17:24604213-24604513
ENSDARG00000044093	chr17	24615182	chr17:24615032-24615332	24615182	chr17:24615032-24615332
ENSDARG00000094258	chr17	24618673	chr17:24618523-24618823	24618673	chr17:24618523-24618823
ENSDARG00000071357	chr17	24632306	chr17:24632156-24632456	24632306	chr17:24632156-24632456
ENSDARG00000044102	chr17	24684797	chr17:24684647-24684947	24684801	chr17:24684651-24684951
ENSDARG00000033616	chr17	24687339	chr17:24687189-24687489	24687339	chr17:24687189-24687489
ENSDARG00000003940	chr17	24718242	chr17:24718092-24718392	24718227	chr17:24718077-24718377
ENSDARG00000059131	chr17	24809253	chr17:24809103-24809403	24809256	chr17:24809106-24809406
ENSDARG00000077264	chr17	24821608	chr17:24821458-24821758	24821608	chr17:24821458-24821758
ENSDARG00000042866	chr17	24848978	chr17:24848828-24849128	24848978	chr17:24848828-24849128
ENSDARG00000077788	chr17	25197217	chr17:25197067-25197367	25197217	chr17:25197067-25197367
ENSDARG00000059247	chr17	NA	chr17:NA-NA	25331580	chr17:25331430-25331730
ENSDARG00000059247	chr17	NA	chr17:NA-NA	25332719	chr17:25332569-25332869
ENSDARG00000059247	chr17	25332719	chr17:25332569-25332869	25331580	chr17:25331430-25331730
ENSDARG00000059247	chr17	25332719	chr17:25332569-25332869	25332719	chr17:25332569-25332869
ENSDARG00000001244	chr17	25426094	chr17:25425944-25426244	25426094	chr17:25425944-25426244
ENSDARG00000022995	chr17	25444427	chr17:25444277-25444577	25444425	chr17:25444275-25444575
ENSDARG00000032704	chr17	25563995	chr17:25563845-25564145	25563995	chr17:25563845-25564145
ENSDARG00000044134	chr17	25590162	chr17:25590012-25590312	25590169	chr17:25590019-25590319
ENSDARG00000044142	chr17	25833954	chr17:25833804-25834104	25833954	chr17:25833804-25834104
ENSDARG00000044144	chr17	25856716	chr17:25856566-25856866	25856716	chr17:25856566-25856866
ENSDARG00000061207	chr17	26612014	chr17:26611864-26612164	26612014	chr17:26611864-26612164
ENSDARG00000074726	chr17	26722891	chr17:26722741-26723041	26722896	chr17:26722746-26723046
ENSDARG00000061169	chr17	26754020	chr17:26753870-26754170	26754020	chr17:26753870-26754170
ENSDARG00000030237	chr17	26803534	chr17:26803384-26803684	26803534	chr17:26803384-26803684
ENSDARG00000033707	chr17	26828037	chr17:26827887-26828187	26828016	chr17:26827866-26828166
ENSDARG00000078552	chr17	26965353	chr17:26965203-26965503	26965353	chr17:26965203-26965503
ENSDARG00000097369	chr17	27400702	chr17:27400552-27400852	27400702	chr17:27400552-27400852
ENSDARG00000053773	chr17	27434627	chr17:27434477-27434777	27434627	chr17:27434477-27434777
ENSDARG00000097478	chr17	27723473	chr17:27723323-27723623	27723473	chr17:27723323-27723623
ENSDARG00000075556	chr17	28006029	chr17:28005879-28006179	28006005	chr17:28005855-28006155
ENSDARG00000054122	chr17	28102611	chr17:28102461-28102761	28102552	chr17:28102402-28102702
ENSDARG00000042563	chr17	28611799	chr17:28611649-28611949	28611796	chr17:28611646-28611946
ENSDARG00000023999	chr17	28624375	chr17:28624225-28624525	28624375	chr17:28624225-28624525
ENSDARG00000054213	chr17	28670323	chr17:28670173-28670473	28670327	chr17:28670177-28670477
ENSDARG00000054213	chr17	28670323	chr17:28670173-28670473	28675114	chr17:28674964-28675264
ENSDARG00000001729	chr17	28706942	chr17:28706792-28707092	28706942	chr17:28706792-28707092
ENSDARG00000028804	chr17	29276545	chr17:29276395-29276695	29276545	chr17:29276395-29276695
ENSDARG00000070794	chr17	30369397	chr17:30369247-30369547	30369397	chr17:30369247-30369547
ENSDARG00000042780	chr17	30704078	chr17:30703928-30704228	30704080	chr17:30703930-30704230
ENSDARG00000042793	chr17	30843891	chr17:30843741-30844041	30843891	chr17:30843741-30844041
ENSDARG00000073962	chr17	31221762	chr17:31221612-31221912	31221762	chr17:31221612-31221912
ENSDARG00000073910	chr17	31621831	chr17:31621681-31621981	31621831	chr17:31621681-31621981
ENSDARG00000061294	chr17	31739418	chr17:31739268-31739568	31739403	chr17:31739253-31739553
ENSDARG00000102144	chr17	31820545	chr17:31820395-31820695	31820545	chr17:31820395-31820695
ENSDARG00000023323	chr17	32500418	chr17:32500268-32500568	32500474	chr17:32500324-32500624
ENSDARG00000079020	chr17	32531929	chr17:32531779-32532079	32531974	chr17:32531824-32532124
ENSDARG00000061405	chr17	32571585	chr17:32571435-32571735	32571585	chr17:32571435-32571735
ENSDARG00000055120	chr17	32622943	chr17:32622793-32623093	32622943	chr17:32622793-32623093
ENSDARG00000055120	chr17	32622943	chr17:32622793-32623093	32624642	chr17:32624492-32624792
ENSDARG00000055120	chr17	32622943	chr17:32622793-32623093	32627701	chr17:32627551-32627851
ENSDARG00000055120	chr17	32622943	chr17:32622793-32623093	32627882	chr17:32627732-32628032
ENSDARG00000055120	chr17	32627702	chr17:32627552-32627852	32622943	chr17:32622793-32623093
ENSDARG00000055120	chr17	32627702	chr17:32627552-32627852	32624642	chr17:32624492-32624792
ENSDARG00000055120	chr17	32627702	chr17:32627552-32627852	32627701	chr17:32627551-32627851
ENSDARG00000055120	chr17	32627702	chr17:32627552-32627852	32627882	chr17:32627732-32628032
ENSDARG00000055120	chr17	32627882	chr17:32627732-32628032	32622943	chr17:32622793-32623093
ENSDARG00000055120	chr17	32627882	chr17:32627732-32628032	32624642	chr17:32624492-32624792
ENSDARG00000055120	chr17	32627882	chr17:32627732-32628032	32627701	chr17:32627551-32627851
ENSDARG00000055120	chr17	32627882	chr17:32627732-32628032	32627882	chr17:32627732-32628032
ENSDARG00000000837	chr17	33158351	chr17:33158201-33158501	33158351	chr17:33158201-33158501
ENSDARG00000070916	chr17	33296828	chr17:33296678-33296978	NA	chr17:NA-NA
ENSDARG00000070916	chr17	33296828	chr17:33296678-33296978	33296828	chr17:33296678-33296978
ENSDARG00000024602	chr17	33375417	chr17:33375267-33375567	33375417	chr17:33375267-33375567
ENSDARG00000012874	chr17	33415351	chr17:33415201-33415501	33415351	chr17:33415201-33415501
ENSDARG00000012874	chr17	33415351	chr17:33415201-33415501	33418470	chr17:33418320-33418620
ENSDARG00000015449	chr17	33719416	chr17:33719266-33719566	33719416	chr17:33719266-33719566
ENSDARG00000089076	chr17	33999606	chr17:33999456-33999756	33999606	chr17:33999456-33999756
ENSDARG00000006272	chr17	34186651	chr17:34186501-34186801	34186630	chr17:34186480-34186780
ENSDARG00000005827	chr17	34244356	chr17:34244206-34244506	34244360	chr17:34244210-34244510
ENSDARG00000055283	chr17	34805925	chr17:34805775-34806075	34805922	chr17:34805772-34806072
ENSDARG00000010181	chr17	35097016	chr17:35096866-35097166	35097025	chr17:35096875-35097175
ENSDARG00000015765	chr17	35243791	chr17:35243641-35243941	35243764	chr17:35243614-35243914
ENSDARG00000053896	chr17	37215858	chr17:37215708-37216008	37215858	chr17:37215708-37216008
ENSDARG00000060594	chr17	37227951	chr17:37227801-37228101	37227951	chr17:37227801-37228101
ENSDARG00000053890	chr17	37253697	chr17:37253547-37253847	37253697	chr17:37253547-37253847
ENSDARG00000007198	chr17	37510802	chr17:37510652-37510952	37510831	chr17:37510681-37510981
ENSDARG00000007198	chr17	37511039	chr17:37510889-37511189	37510831	chr17:37510681-37510981
ENSDARG00000053835	chr17	37932729	chr17:37932579-37932879	37932729	chr17:37932579-37932879
ENSDARG00000060564	chr17	38030285	chr17:38030135-38030435	38030285	chr17:38030135-38030435
ENSDARG00000020332	chr17	38255106	chr17:38254956-38255256	38255106	chr17:38254956-38255256
ENSDARG00000019364	chr17	38295889	chr17:38295739-38296039	38295889	chr17:38295739-38296039
ENSDARG00000042261	chr17	38447471	chr17:38447321-38447621	38447471	chr17:38447321-38447621
ENSDARG00000091548	chr17	38476322	chr17:38476172-38476472	38476322	chr17:38476172-38476472
ENSDARG00000030490	chr17	38566662	chr17:38566512-38566812	38566773	chr17:38566623-38566923
ENSDARG00000030490	chr17	38566773	chr17:38566623-38566923	38566773	chr17:38566623-38566923
ENSDARG00000053713	chr17	38602934	chr17:38602784-38603084	38602932	chr17:38602782-38603082
ENSDARG00000060494	chr17	39697630	chr17:39697480-39697780	39697630	chr17:39697480-39697780
ENSDARG00000060480	chr17	39790408	chr17:39790258-39790558	39790408	chr17:39790258-39790558
ENSDARG00000034160	chr17	40879386	chr17:40879236-40879536	40879368	chr17:40879218-40879518
ENSDARG00000104031	chr17	40990004	chr17:40989854-40990154	40990004	chr17:40989854-40990154
ENSDARG00000038863	chr17	41082018	chr17:41081868-41082168	41082007	chr17:41081857-41082157
ENSDARG00000040623	chr17	41302641	chr17:41302491-41302791	41302641	chr17:41302491-41302791
ENSDARG00000053301	chr17	41463946	chr17:41463796-41464096	41463946	chr17:41463796-41464096
ENSDARG00000079753	chr17	41992200	chr17:41992050-41992350	41992200	chr17:41992050-41992350
ENSDARG00000038099	chr17	43013193	chr17:43013043-43013343	43013193	chr17:43013043-43013343
ENSDARG00000038154	chr17	43032548	chr17:43032398-43032698	43032555	chr17:43032405-43032705
ENSDARG00000038064	chr17	43468774	chr17:43468624-43468924	43468774	chr17:43468624-43468924
ENSDARG00000014854	chr17	43486403	chr17:43486253-43486553	43486403	chr17:43486253-43486553
ENSDARG00000053571	chr17	43659935	chr17:43659785-43660085	43659920	chr17:43659770-43660070
ENSDARG00000030357	chr17	43863744	chr17:43863594-43863894	43863744	chr17:43863594-43863894
ENSDARG00000032802	chr17	43926542	chr17:43926392-43926692	43926524	chr17:43926374-43926674
ENSDARG00000029045	chr17	44030664	chr17:44030514-44030814	44030664	chr17:44030514-44030814
ENSDARG00000031533	chr17	44441050	chr17:44440900-44441200	44441046	chr17:44440896-44441196
ENSDARG00000079686	chr17	44463208	chr17:44463058-44463358	44463208	chr17:44463058-44463358
ENSDARG00000060380	chr17	45009900	chr17:45009750-45010050	45009914	chr17:45009764-45010064
ENSDARG00000041864	chr17	45305612	chr17:45305462-45305762	45305612	chr17:45305462-45305762
ENSDARG00000040192	chr17	45396078	chr17:45395928-45396228	45396115	chr17:45395965-45396265
ENSDARG00000070487	chr17	45472653	chr17:45472503-45472803	45472623	chr17:45472473-45472773
ENSDARG00000052917	chr17	45577357	chr17:45577207-45577507	45577357	chr17:45577207-45577507
ENSDARG00000060021	chr17	45639333	chr17:45639183-45639483	45639336	chr17:45639186-45639486
ENSDARG00000052942	chr17	45738116	chr17:45737966-45738266	45738116	chr17:45737966-45738266
ENSDARG00000015016	chr17	45815320	chr17:45815170-45815470	45815334	chr17:45815184-45815484
ENSDARG00000015016	chr17	45815320	chr17:45815170-45815470	45817514	chr17:45817364-45817664
ENSDARG00000015016	chr17	45815320	chr17:45815170-45815470	45915050	chr17:45914900-45915200
ENSDARG00000015016	chr17	45915050	chr17:45914900-45915200	45815334	chr17:45815184-45815484
ENSDARG00000015016	chr17	45915050	chr17:45914900-45915200	45817514	chr17:45817364-45817664
ENSDARG00000015016	chr17	45915050	chr17:45914900-45915200	45915050	chr17:45914900-45915200
ENSDARG00000070447	chr17	48127018	chr17:48126868-48127168	48127018	chr17:48126868-48127168
ENSDARG00000100056	chr17	48965272	chr17:48965122-48965422	48965272	chr17:48965122-48965422
ENSDARG00000040487	chr17	49281635	chr17:49281485-49281785	49281635	chr17:49281485-49281785
ENSDARG00000053263	chr17	49637268	chr17:49637118-49637418	49637282	chr17:49637132-49637432
ENSDARG00000026723	chr17	50261602	chr17:50261452-50261752	50261602	chr17:50261452-50261752
ENSDARG00000088507	chr17	NA	chr17:NA-NA	50389837	chr17:50389687-50389987
ENSDARG00000019995	chr17	50564088	chr17:50563938-50564238	50564088	chr17:50563938-50564238
ENSDARG00000086808	chr17	50656225	chr17:50656075-50656375	50656220	chr17:50656070-50656370
ENSDARG00000020242	chr17	50701890	chr17:50701740-50702040	50701903	chr17:50701753-50702053
ENSDARG00000088862	chr17	50798517	chr17:50798367-50798667	50798515	chr17:50798365-50798665
ENSDARG00000020448	chr17	51224422	chr17:51224272-51224572	51224422	chr17:51224272-51224572
ENSDARG00000098733	chr17	51520030	chr17:51519880-51520180	51520044	chr17:51519894-51520194
ENSDARG00000020077	chr17	51682476	chr17:51682326-51682626	51682447	chr17:51682297-51682597
ENSDARG00000007377	chr17	51743931	chr17:51743781-51744081	51743931	chr17:51743781-51744081
ENSDARG00000007377	chr17	51743931	chr17:51743781-51744081	51744601	chr17:51744451-51744751
ENSDARG00000007377	chr17	51744601	chr17:51744451-51744751	51743931	chr17:51743781-51744081
ENSDARG00000007377	chr17	51744601	chr17:51744451-51744751	51744601	chr17:51744451-51744751
